Player,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Lou Amundson\amundlo01,2014,PF,31,TOT,19,0,9.7,0.8,1.7,0.500,0.0,0.0,,0.8,1.7,0.500,0.500,0.3,1.3,0.250,1.5,1.4,2.9,0.3,0.5,0.6,0.7,2.6,2.0,9.1,0.446,0.000,0.750,17.3,17.2,17.3,4.7,2.5,5.0,24.8,13.9,-0.1,0.2,0.1,0.024,-6.6,0.1,-6.5,-0.2
Chris Andersen\anderch01,2014,C,35,MIA,72,0,19.4,2.5,3.8,0.644,0.0,0.2,0.250,2.4,3.7,0.662,0.649,1.7,2.3,0.710,1.8,3.5,5.3,0.3,0.4,1.3,0.7,2.3,6.6,18.5,0.683,0.044,0.615,12.1,21.7,17.1,2.1,1.2,6.1,13.2,13.8,3.8,2.2,6.0,0.205,0.6,0.7,1.2,1.1
Alan Anderson\anderal01,2014,SF,31,BRK,78,26,22.7,2.5,6.2,0.400,1.1,3.2,0.339,1.4,3.0,0.464,0.487,1.2,1.5,0.780,0.5,1.7,2.2,1.0,0.6,0.1,0.8,1.9,7.2,9.5,0.525,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,0.8,0.9,1.7,0.047,-1.8,-1.0,-2.8,-0.4
James Anderson\anderja01,2014,SG,24,PHI,80,62,28.9,3.9,9.0,0.431,1.4,4.4,0.328,2.4,4.6,0.530,0.511,1.0,1.3,0.726,0.7,3.0,3.8,1.9,0.9,0.4,1.3,1.9,10.1,10.9,0.530,0.490,0.148,2.7,11.7,7.0,9.9,1.6,1.0,12.2,15.9,0.9,0.9,1.9,0.039,-1.5,-1.0,-2.6,-0.3
Ryan Anderson\anderry01,2014,PF,25,NOP,22,14,36.1,7.0,16.1,0.438,3.0,7.5,0.409,4.0,8.6,0.463,0.532,2.7,2.8,0.952,3.0,3.5,6.5,0.8,0.5,0.3,0.9,2.1,19.8,18.8,0.572,0.463,0.175,9.5,11.3,10.4,3.6,0.7,0.7,5.0,22.9,2.2,0.1,2.3,0.138,4.5,-3.2,1.4,0.6
Giannis Antetokounmpo\antetgi01,2014,SF,19,MIL,77,23,24.6,2.2,5.4,0.414,0.5,1.5,0.347,1.7,3.9,0.440,0.463,1.8,2.6,0.683,1.0,3.4,4.4,1.9,0.8,0.8,1.6,2.2,6.8,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2
Carmelo Anthony\anthoca01,2014,PF,29,NYK,77,77,38.7,9.6,21.3,0.452,2.2,5.4,0.402,7.5,15.9,0.469,0.503,6.0,7.0,0.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,24.4,0.561,0.253,0.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,0.172,5.8,-0.8,5.0,5.3
Joel Anthony\anthojo01,2014,C,31,TOT,33,0,5.6,0.4,1.0,0.375,0.0,0.0,,0.4,1.0,0.375,0.375,0.1,0.2,0.500,0.5,0.7,1.2,0.1,0.1,0.4,0.1,0.5,0.8,8.1,0.394,0.000,0.250,9.1,14.6,11.8,1.6,0.8,5.2,7.8,9.3,0.0,0.2,0.2,0.044,-4.1,-0.7,-4.8,-0.1
Pero Antić\anticpe01,2014,C,31,ATL,50,26,18.5,2.5,5.9,0.418,1.1,3.4,0.327,1.3,2.5,0.545,0.514,1.0,1.3,0.758,1.1,3.0,4.2,1.2,0.4,0.2,1.1,2.5,7.0,11.7,0.545,0.582,0.224,7.2,18.9,13.1,9.8,1.0,1.0,14.5,18.6,0.5,0.9,1.4,0.075,-1.6,-0.7,-2.3,-0.1
Trevor Ariza\arizatr01,2014,SF,28,WAS,77,77,35.4,5.1,11.1,0.456,2.3,5.7,0.407,2.7,5.3,0.509,0.562,1.9,2.5,0.772,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3,14.4,15.8,0.590,0.518,0.226,4.1,16.3,10.1,10.8,2.4,0.6,12.3,17.8,4.3,3.7,8.0,0.141,1.3,1.0,2.3,3.0
Hilton Armstrong\armsthi01,2014,C,29,GSW,15,1,6.5,0.6,1.3,0.474,0.0,0.0,,0.6,1.3,0.474,0.474,0.5,1.1,0.438,1.3,1.9,3.1,0.3,0.3,0.3,0.4,0.7,1.7,17.0,0.480,0.000,0.842,21.8,31.0,26.5,7.1,2.1,3.1,18.7,14.5,0.1,0.2,0.3,0.162,-0.7,0.5,-0.1,0.0
Darrell Arthur\arthuda01,2014,SF,25,DEN,68,1,17.1,2.4,6.0,0.395,0.4,0.9,0.375,2.0,5.1,0.399,0.424,0.8,0.9,0.855,0.8,2.3,3.1,0.9,0.6,0.7,0.9,2.7,5.9,9.4,0.459,0.156,0.151,4.8,14.7,9.8,8.0,1.6,3.0,11.7,18.1,-0.5,1.2,0.7,0.029,-4.0,0.8,-3.2,-0.4
Ömer Aşık\asikom01,2014,C,27,HOU,48,19,20.2,2.1,4.0,0.532,0.0,0.0,,2.1,4.0,0.532,0.532,1.6,2.6,0.619,2.1,5.8,7.9,0.5,0.3,0.8,1.2,1.9,5.8,14.0,0.570,0.000,0.663,12.3,30.1,21.7,3.8,0.7,2.8,19.4,13.8,1.0,1.5,2.4,0.121,-1.2,-0.3,-1.5,0.1
D.J. Augustin\augusdj01,2014,PG,26,TOT,71,9,27.3,4.2,10.1,0.415,1.9,4.7,0.401,2.3,5.4,0.427,0.508,2.8,3.2,0.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,2.1,13.1,16.2,0.569,0.462,0.316,0.9,6.7,3.8,28.9,1.5,0.1,13.3,22.4,3.8,2.4,6.2,0.154,1.9,-0.4,1.4,1.7
Gustavo Ayón\ayongu01,2014,C,28,ATL,26,14,16.5,2.0,3.9,0.510,0.0,0.0,,2.0,3.9,0.510,0.510,0.3,0.8,0.400,1.6,3.2,4.8,1.1,1.0,0.4,1.1,1.8,4.3,12.9,0.505,0.000,0.196,11.4,22.3,16.9,10.0,3.0,1.8,20.7,14.8,0.0,0.7,0.7,0.078,-2.5,1.4,-1.2,0.1
Jeff Ayres\pendeje02,2014,PF,26,SAS,73,10,13.0,1.4,2.4,0.580,0.0,0.0,,1.4,2.4,0.580,0.580,0.5,0.8,0.691,1.2,2.3,3.5,0.8,0.2,0.3,0.9,2.0,3.3,11.1,0.605,0.000,0.316,11.0,19.2,15.3,8.6,0.7,1.9,24.1,12.4,1.0,1.4,2.4,0.121,-3.0,1.0,-2.1,0.0
Chris Babb\babbch01,2014,SG,23,BOS,14,0,9.4,0.6,2.1,0.267,0.4,1.9,0.222,0.1,0.2,0.667,0.367,0.0,0.0,,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6,3.7,0.367,0.900,0.000,3.3,11.5,7.3,3.3,2.3,0.0,9.1,11.1,-0.1,0.1,0.0,-0.008,-6.0,-0.1,-6.1,-0.1
Luke Babbitt\babbilu01,2014,PF,24,NOP,27,2,17.5,2.2,5.7,0.390,1.3,3.5,0.379,0.9,2.2,0.407,0.506,0.5,0.7,0.778,0.7,2.6,3.3,1.1,0.3,0.4,0.6,1.9,6.3,12.1,0.525,0.617,0.117,4.4,17.5,10.8,9.4,0.8,1.9,8.5,17.0,0.5,0.2,0.7,0.074,0.0,-1.1,-1.1,0.1
Leandro Barbosa\barbole01,2014,PG,31,PHO,20,0,18.4,2.8,6.6,0.427,0.4,1.3,0.280,2.5,5.3,0.462,0.454,1.6,2.0,0.795,0.3,1.6,1.9,1.6,0.4,0.2,1.0,1.5,7.5,11.5,0.506,0.191,0.298,1.5,9.7,5.6,13.4,1.0,0.8,11.4,20.0,0.2,0.2,0.4,0.058,-1.8,-1.0,-2.8,-0.1
J.J. Barea\bareajo01,2014,PG,29,MIN,79,1,18.6,3.2,8.3,0.387,0.9,2.9,0.316,2.3,5.4,0.426,0.443,1.0,1.3,0.790,0.2,1.7,1.9,3.8,0.3,0.0,1.6,1.6,8.4,11.6,0.471,0.352,0.152,1.2,10.5,5.7,32.7,0.9,0.0,15.2,23.9,-0.1,0.9,0.7,0.024,-0.9,-1.8,-2.7,-0.3
Andrea Bargnani\bargnan01,2014,C,28,NYK,42,39,29.9,5.3,12.0,0.442,0.7,2.6,0.278,4.6,9.4,0.487,0.472,2.0,2.4,0.824,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3,14.5,0.510,0.215,0.203,6.3,14.7,10.4,6.1,0.6,3.7,9.6,22.4,0.8,0.7,1.5,0.058,-0.7,-1.6,-2.3,-0.1
Harrison Barnes\barneha02,2014,SF,21,GSW,78,24,28.3,3.5,8.7,0.399,0.8,2.4,0.347,2.6,6.3,0.419,0.448,1.7,2.3,0.718,0.8,3.1,4.0,1.5,0.8,0.3,1.1,2.0,9.5,9.8,0.486,0.280,0.267,3.3,11.9,7.7,7.6,1.5,0.7,10.0,16.8,0.4,2.8,3.2,0.070,-2.2,0.5,-1.6,0.2
Matt Barnes\barnema02,2014,SF,33,LAC,63,40,27.5,3.7,8.4,0.438,1.5,4.5,0.343,2.1,3.9,0.549,0.530,1.0,1.4,0.733,1.0,3.7,4.6,2.0,0.9,0.4,1.3,2.9,9.9,12.0,0.552,0.537,0.171,4.0,14.4,9.3,10.6,1.6,1.2,13.0,16.6,1.5,2.0,3.5,0.097,-0.4,0.2,-0.2,0.8
Will Barton\bartowi01,2014,SG,23,POR,41,0,9.4,1.6,3.8,0.417,0.2,0.8,0.303,1.3,3.0,0.447,0.449,0.6,0.8,0.813,0.4,1.4,1.8,0.8,0.2,0.2,0.4,0.8,4.0,13.5,0.488,0.212,0.205,4.5,16.0,10.3,13.3,1.2,1.3,9.6,21.2,0.3,0.4,0.6,0.078,-1.2,-0.1,-1.3,0.1
Brandon Bass\bassbr01,2014,PF,28,BOS,82,73,27.6,4.3,8.8,0.486,0.0,0.1,0.333,4.3,8.8,0.487,0.487,2.5,2.9,0.858,2.0,3.8,5.7,1.1,0.4,0.9,1.2,2.3,11.1,15.0,0.549,0.008,0.330,7.8,15.9,11.8,6.4,0.8,2.4,10.9,18.2,3.2,1.9,5.1,0.107,-0.6,-0.6,-1.1,0.5
Shane Battier\battish01,2014,SF,35,MIA,73,56,20.1,1.4,3.8,0.382,1.0,2.9,0.348,0.4,0.9,0.492,0.515,0.2,0.3,0.652,0.5,1.4,1.9,0.9,0.7,0.5,0.3,1.7,4.1,8.7,0.523,0.764,0.084,3.0,8.6,5.9,6.0,1.8,2.3,6.9,10.0,1.0,1.4,2.4,0.078,-0.6,0.6,0.0,0.7
Nicolas Batum\batumni01,2014,SF,25,POR,82,82,36.0,4.6,10.0,0.465,1.8,4.9,0.361,2.9,5.1,0.566,0.554,2.0,2.5,0.803,1.4,6.0,7.5,5.1,0.9,0.7,2.5,1.9,13.0,15.8,0.589,0.491,0.248,4.3,17.8,11.1,20.9,1.3,1.3,18.6,16.5,4.8,3.1,7.9,0.128,2.2,1.2,3.4,4.0
Jerryd Bayless\bayleje01,2014,PG,25,TOT,72,19,23.4,3.4,8.6,0.402,1.1,2.9,0.358,2.4,5.6,0.425,0.464,1.3,1.6,0.797,0.3,1.7,2.0,2.7,0.8,0.1,1.1,2.2,9.3,12.0,0.498,0.344,0.191,1.5,8.6,5.0,18.5,1.9,0.4,10.9,20.1,1.1,1.3,2.4,0.069,-1.6,-0.2,-1.8,0.1
Aron Baynes\baynear01,2014,C,27,SAS,53,4,9.3,1.3,3.1,0.436,0.0,0.0,,1.3,3.1,0.436,0.436,0.4,0.4,0.905,1.1,1.7,2.7,0.6,0.0,0.1,0.7,1.5,3.0,9.7,0.467,0.000,0.129,13.6,19.4,16.6,9.9,0.2,0.7,17.3,19.2,-0.1,0.6,0.6,0.055,-4.7,-1.0,-5.7,-0.5
Kent Bazemore\bazemke01,2014,SG,24,TOT,67,15,13.6,2.2,5.1,0.429,0.6,1.9,0.336,1.6,3.2,0.484,0.491,1.0,1.6,0.606,0.1,1.6,1.7,1.4,0.6,0.2,1.2,1.5,6.0,11.2,0.515,0.373,0.318,1.2,12.6,6.9,15.7,2.3,1.0,16.8,22.6,-0.6,0.8,0.2,0.011,-3.0,-0.2,-3.3,-0.3
Bradley Beal\bealbr01,2014,SG,20,WAS,73,73,34.7,6.6,15.7,0.419,1.9,4.7,0.402,4.7,11.0,0.426,0.479,2.0,2.6,0.788,0.7,3.0,3.7,3.3,1.0,0.2,1.8,2.1,17.1,14.3,0.507,0.299,0.164,2.4,10.2,6.3,16.0,1.4,0.6,9.4,24.3,1.6,2.4,4.0,0.076,0.3,-0.7,-0.4,1.0
Michael Beasley\beaslmi01,2014,SF,25,MIA,55,2,15.1,3.2,6.5,0.499,0.4,1.0,0.389,2.8,5.5,0.518,0.528,1.1,1.4,0.772,0.6,2.6,3.1,0.8,0.4,0.4,1.0,1.7,7.9,16.8,0.559,0.152,0.223,4.9,20.5,13.0,8.8,1.5,2.2,12.8,25.7,0.5,1.1,1.6,0.092,-1.1,-0.9,-2.0,0.0
Marco Belinelli\belinma01,2014,SF,27,SAS,80,25,25.2,4.2,8.7,0.485,1.6,3.7,0.430,2.6,5.0,0.525,0.576,1.4,1.6,0.847,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6,11.4,15.0,0.605,0.422,0.188,1.0,11.2,6.3,13.2,1.3,0.3,11.2,19.0,3.5,2.4,5.9,0.140,1.0,0.3,1.3,1.7
Anthony Bennett\bennean01,2014,PF,20,CLE,52,0,12.8,1.5,4.3,0.356,0.3,1.0,0.245,1.3,3.3,0.390,0.384,0.8,1.3,0.638,0.9,2.0,3.0,0.3,0.4,0.2,0.9,1.8,4.2,6.9,0.425,0.236,0.307,8.1,18.4,13.1,4.0,1.6,1.0,15.5,20.3,-1.1,0.7,-0.4,-0.028,-6.0,-1.3,-7.4,-0.9
Patrick Beverley\beverpa01,2014,PG,25,HOU,56,55,31.3,3.6,8.6,0.414,1.6,4.6,0.361,1.9,4.0,0.473,0.509,1.5,1.8,0.814,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2,12.4,0.545,0.530,0.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2,14.8,2.7,1.6,4.2,0.116,-0.3,0.9,0.6,1.2
Andris Biedriņš\biedran01,2014,C,27,UTA,6,0,7.5,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.2,1.0,0.167,0.3,2.5,2.8,0.0,0.0,0.0,0.3,1.0,0.5,2.4,0.412,0.000,6.000,5.0,39.7,21.8,0.0,0.0,0.0,35.5,5.7,-0.1,0.0,0.0,-0.033,-6.2,-2.0,-8.2,-0.1
Chauncey Billups\billuch01,2014,SG,37,DET,19,7,16.3,1.3,4.2,0.304,0.7,2.5,0.292,0.5,1.6,0.323,0.392,0.5,0.6,0.833,0.2,1.3,1.5,2.2,0.4,0.1,1.3,1.3,3.8,5.3,0.427,0.608,0.152,1.3,8.9,4.9,18.7,1.3,0.3,22.9,15.1,-0.3,0.1,-0.3,-0.042,-4.2,-1.6,-5.8,-0.3
Bismack Biyombo\biyombi01,2014,C,21,CHA,77,9,13.9,1.1,1.9,0.611,0.0,0.0,,1.1,1.9,0.611,0.611,0.6,1.2,0.517,1.4,3.4,4.8,0.1,0.1,1.1,0.5,1.6,2.9,13.3,0.606,0.000,0.618,11.0,27.6,19.3,1.1,0.3,6.3,17.9,9.6,1.1,2.1,3.2,0.144,-2.9,1.7,-1.2,0.2
DeJuan Blair\blairde01,2014,PF,24,DAL,78,13,15.6,2.7,5.0,0.534,0.0,0.0,0.000,2.7,5.0,0.537,0.534,1.0,1.6,0.636,1.8,2.9,4.7,0.9,0.8,0.3,1.0,2.5,6.4,17.3,0.557,0.005,0.308,13.3,21.6,17.5,8.9,2.5,1.4,14.7,19.6,1.8,1.5,3.4,0.133,-1.2,0.1,-1.1,0.3
Steve Blake\blakest01,2014,PG,33,TOT,55,28,27.2,2.4,6.4,0.377,1.4,3.8,0.376,1.0,2.6,0.378,0.489,0.6,0.8,0.767,0.2,2.7,2.9,5.6,1.0,0.1,1.9,1.5,6.9,11.0,0.508,0.595,0.122,0.9,10.4,5.7,28.8,1.8,0.4,21.5,13.8,0.7,1.1,1.8,0.058,-1.2,0.1,-1.1,0.4
Andray Blatche\blatcan01,2014,PF,27,BRK,73,7,22.2,4.4,9.2,0.476,0.2,0.7,0.278,4.2,8.5,0.494,0.487,2.2,3.0,0.742,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3,11.2,18.8,0.532,0.080,0.328,8.9,19.9,14.4,12.8,2.4,2.0,12.5,25.6,1.6,2.1,3.7,0.109,0.1,-0.1,0.0,0.8
Eric Bledsoe\bledser01,2014,PG,24,PHO,43,40,32.9,6.2,12.9,0.477,1.2,3.3,0.357,5.0,9.7,0.517,0.522,4.3,5.5,0.772,0.6,4.1,4.7,5.5,1.6,0.3,3.3,2.3,17.7,19.6,0.578,0.252,0.426,2.1,13.8,8.0,27.0,2.4,0.8,17.8,24.9,2.6,1.6,4.1,0.140,2.3,0.7,3.1,1.8
Vander Blue\blueva01,2014,SG,21,BOS,3,0,5.0,0.7,1.3,0.500,0.0,0.3,0.000,0.7,1.0,0.667,0.500,0.3,1.7,0.200,0.0,1.0,1.0,0.3,0.0,0.0,0.7,0.3,1.7,0.5,0.403,0.250,1.250,0.0,23.4,11.4,10.7,0.0,0.0,24.4,24.3,-0.1,0.0,-0.1,-0.214,-10.0,-3.8,-13.8,0.0
Keith Bogans\boganke01,2014,SG,33,BOS,6,0,9.2,0.5,1.0,0.500,0.5,1.0,0.500,0.0,0.0,,0.750,0.5,0.5,1.000,0.0,0.5,0.5,0.5,0.2,0.0,0.2,0.3,2.0,9.9,0.820,1.000,0.500,0.0,6.4,3.1,7.7,0.9,0.0,12.0,6.7,0.1,0.0,0.1,0.121,-1.4,-0.6,-2.0,0.0
Andrew Bogut\bogutan01,2014,C,29,GSW,67,67,26.4,3.5,5.6,0.627,0.0,0.0,,3.5,5.6,0.627,0.627,0.3,1.0,0.344,2.7,7.3,10.0,1.7,0.7,1.8,1.4,3.1,7.3,17.0,0.610,0.000,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,2.4,4.0,6.5,0.176,-0.2,3.2,3.0,2.2
Matt Bonner\bonnema01,2014,PF,33,SAS,61,0,11.3,1.2,2.7,0.445,0.7,1.6,0.429,0.5,1.1,0.470,0.573,0.1,0.2,0.750,0.3,1.9,2.1,0.5,0.2,0.2,0.3,0.8,3.2,11.2,0.582,0.598,0.073,2.7,17.9,10.6,6.1,1.1,1.2,8.6,12.1,0.8,1.0,1.8,0.123,0.0,1.1,1.0,0.5
Trevor Booker\booketr01,2014,PF,26,WAS,72,45,21.6,3.1,5.6,0.551,0.0,0.0,0.000,3.1,5.6,0.554,0.551,0.7,1.1,0.618,2.1,3.2,5.3,0.9,0.6,0.6,0.8,1.8,6.8,15.0,0.563,0.005,0.189,10.9,17.5,14.1,6.3,1.4,2.4,11.7,14.4,2.3,2.0,4.3,0.132,-0.5,0.4,-0.1,0.7
Carlos Boozer\boozeca01,2014,PF,32,CHI,76,76,28.2,5.9,12.9,0.456,0.0,0.0,0.000,5.9,12.9,0.457,0.456,1.9,2.5,0.767,1.8,6.5,8.3,1.6,0.7,0.3,2.0,2.8,13.7,14.4,0.489,0.002,0.197,7.4,25.9,16.8,10.9,1.3,0.8,12.6,26.3,-0.9,4.3,3.4,0.076,-2.3,0.2,-2.1,-0.1
Chris Bosh\boshch01,2014,C,29,MIA,79,79,32.0,6.2,12.1,0.516,0.9,2.8,0.339,5.3,9.3,0.569,0.555,2.8,3.4,0.820,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4,16.2,19.0,0.597,0.229,0.285,5.1,20.3,13.0,5.8,1.7,2.7,10.4,22.6,4.6,3.4,8.0,0.152,1.3,-0.4,0.8,1.8
Avery Bradley\bradlav01,2014,SG,23,BOS,60,58,30.9,6.0,13.8,0.438,1.3,3.3,0.395,4.7,10.4,0.451,0.485,1.5,1.9,0.804,0.8,3.0,3.8,1.4,1.1,0.2,1.6,2.4,14.9,12.7,0.510,0.242,0.136,2.9,11.2,6.9,8.1,1.7,0.5,9.9,23.2,0.4,1.4,1.8,0.046,-1.1,-0.8,-1.9,0.1
Elton Brand\brandel01,2014,C,34,ATL,73,15,19.4,2.5,4.5,0.539,0.0,0.0,0.000,2.5,4.5,0.542,0.539,0.8,1.3,0.649,1.3,3.6,4.9,1.0,0.5,1.2,0.8,2.6,5.7,14.0,0.561,0.006,0.283,8.0,21.5,14.8,8.1,1.4,4.9,13.8,13.9,1.4,2.1,3.6,0.121,-2.4,1.6,-0.8,0.4
Corey Brewer\breweco01,2014,SF,27,MIN,81,81,32.2,4.8,10.0,0.481,0.7,2.6,0.280,4.1,7.4,0.552,0.517,2.0,2.8,0.718,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6,12.3,12.7,0.550,0.261,0.281,2.6,6.2,4.3,7.9,2.9,0.9,10.4,16.5,2.4,2.7,5.2,0.095,-1.7,1.5,-0.2,1.2
Ronnie Brewer\brewero02,2014,SF,28,TOT,24,3,6.7,0.1,0.6,0.200,0.0,0.3,0.125,0.1,0.3,0.286,0.233,0.0,0.1,0.000,0.1,0.5,0.6,0.4,0.3,0.0,0.1,0.2,0.3,3.4,0.220,0.533,0.133,1.5,7.9,4.9,8.1,1.9,0.5,11.2,4.9,-0.1,0.1,0.0,0.004,-3.8,1.4,-2.4,0.0
Aaron Brooks\brookaa01,2014,PG,29,TOT,72,12,21.6,3.2,8.1,0.401,1.3,3.4,0.387,1.9,4.6,0.411,0.484,1.2,1.3,0.874,0.6,1.3,1.9,3.2,0.7,0.2,1.6,2.0,9.0,12.5,0.518,0.427,0.164,3.1,6.7,4.9,23.3,1.6,0.6,15.8,20.5,1.3,0.9,2.2,0.067,-0.2,-0.8,-1.0,0.4
MarShon Brooks\brookma01,2014,SG,25,TOT,35,0,9.0,1.6,3.6,0.456,0.4,0.7,0.520,1.3,2.9,0.440,0.508,0.9,1.3,0.727,0.3,1.3,1.5,0.7,0.4,0.1,0.7,0.6,4.5,15.5,0.551,0.200,0.352,3.4,15.5,9.3,12.9,2.2,0.9,14.3,23.4,0.1,0.3,0.4,0.060,-0.6,-0.5,-1.1,0.1
