Player,Season,G,GS,MP,FGM,FGA,FGP,X3PM,X3PA,X3PP,X2PM,X2PA,X2PP,EFG,FTM,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS,X3PAR,FTR,ORBP,DRBP,TRBP,ASTP,STLP,BLKP,TOVP,USG,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP
Josh Hart,2021.0,-18.0,-12.0,1.6999999999999993,-0.2999999999999998,-0.8999999999999995,0.016000000000000014,-0.5999999999999999,-1.3000000000000007,-0.016000000000000014,0.2999999999999998,0.5,-0.0010000000000000009,-0.006000000000000005,0.19999999999999996,0.09999999999999987,0.03600000000000003,0.20000000000000007,1.3000000000000007,1.5,0.5999999999999999,-0.19999999999999996,-0.10000000000000003,-0.19999999999999996,-0.10000000000000009,-0.9000000000000004,0.29999999999999893,0.0030000000000000027,-0.10399999999999998,0.04300000000000001,0.5999999999999996,4.0,2.3999999999999986,2.3000000000000007,-0.30000000000000004,-0.30000000000000004,-0.09999999999999964,-1.8000000000000007,0.09999999999999987,-0.40000000000000013,-0.30000000000000027,0.012999999999999998,0.0,-0.4,-0.40000000000000013,-0.3
Josh Jackson,2021.0,38.0,24.0,7.699999999999999,1.5999999999999996,4.1000000000000005,-0.017000000000000015,0.30000000000000004,0.7999999999999998,-0.010000000000000009,1.4,3.3,-0.05400000000000005,-0.03500000000000003,0.8999999999999999,1.2000000000000002,0.029000000000000026,0.4,0.6000000000000001,1.0,0.6000000000000001,0.09999999999999998,0.29999999999999993,0.9999999999999998,1.0999999999999999,4.300000000000001,-2.1999999999999993,-0.028000000000000025,-0.09500000000000003,-0.009000000000000008,0.8999999999999999,-0.9000000000000004,-0.1999999999999993,1.5,-0.5000000000000002,0.3999999999999999,2.0,3.6999999999999993,-1.6,1.1,-0.4,-0.066,-1.4,-2.0,-3.4,-0.7
Josh Okogie,2021.0,-6.0,9.0,-4.300000000000001,-0.9000000000000001,-2.0,-0.02799999999999997,-0.19999999999999996,-0.6000000000000001,-0.006000000000000005,-0.8,-1.2999999999999998,-0.029000000000000026,-0.024999999999999967,-1.1,-1.3,-0.006000000000000005,-0.2999999999999998,-1.2999999999999998,-1.5999999999999996,-0.5,-0.20000000000000007,0.09999999999999998,-0.7,-0.10000000000000009,-3.1999999999999993,-2.5,-0.03200000000000003,0.03199999999999997,-0.07699999999999996,-0.20000000000000018,-4.200000000000001,-2.0999999999999996,-1.8000000000000007,0.10000000000000009,0.5,-3.0,-3.0999999999999996,-0.5,-0.3999999999999999,-1.0000000000000002,-0.018000000000000002,-1.5,0.1,-1.4,-0.3
Josh Richardson,2021.0,1.0,3.0,0.09999999999999787,-0.5,-1.1999999999999993,0.0040000000000000036,0.0,0.09999999999999964,-0.015000000000000013,-0.3999999999999999,-1.2999999999999998,0.03200000000000003,0.009000000000000008,-0.40000000000000013,-0.7000000000000002,0.10399999999999998,0.20000000000000007,0.10000000000000009,0.19999999999999973,-0.2999999999999998,0.20000000000000007,-0.29999999999999993,-0.5,-0.20000000000000018,-1.3999999999999986,0.09999999999999964,0.010000000000000009,0.05199999999999999,-0.04200000000000001,0.3999999999999999,0.10000000000000142,0.2999999999999998,-1.9000000000000004,0.19999999999999996,-0.5,-2.1000000000000014,-2.400000000000002,0.6000000000000001,-0.30000000000000004,0.5,0.009999999999999995,0.0,0.0,0.0,0.0
Jrue Holiday,2021.0,-4.0,-7.0,-2.4000000000000057,-0.5,-2.5999999999999996,0.04799999999999999,-0.10000000000000009,-0.9000000000000004,0.04300000000000004,-0.40000000000000036,-1.700000000000001,0.050000000000000044,0.05499999999999994,-0.30000000000000004,-0.7000000000000002,0.07400000000000007,0.0,-0.20000000000000018,-0.2999999999999998,-0.9000000000000004,0.09999999999999987,-0.20000000000000007,-0.7999999999999998,-0.7,-1.5,2.6999999999999993,0.05599999999999994,0.0030000000000000027,-0.017999999999999988,0.5,-0.5999999999999996,0.10000000000000053,-3.700000000000003,0.19999999999999973,-0.2999999999999998,-1.6999999999999993,-2.3000000000000007,2.0,0.30000000000000027,2.3000000000000003,0.07400000000000001,1.1,0.49999999999999994,1.4999999999999998,0.5
Juan Hernangomez,2021.0,1.0,-8.0,0.0,0.5,0.8000000000000007,0.03799999999999998,0.20000000000000007,0.5999999999999996,-0.010000000000000009,0.30000000000000004,0.10000000000000009,0.10799999999999998,0.041000000000000036,0.29999999999999993,0.3999999999999999,0.0010000000000000009,0.0,-0.10000000000000009,-0.09999999999999964,-0.10000000000000009,0.0,-0.1,-0.19999999999999996,-0.30000000000000004,1.5,2.4000000000000004,0.039000000000000035,0.03500000000000003,0.04400000000000004,-0.2999999999999998,-0.1999999999999993,-0.3000000000000007,-1.0,0.0,-0.30000000000000004,-3.8000000000000007,1.6000000000000014,0.6000000000000001,-0.19999999999999996,0.4,0.019999999999999997,1.4000000000000001,-0.7999999999999998,0.6000000000000001,0.09999999999999998
Julius Randle,2021.0,4.0,4.0,4.799999999999997,1.2999999999999998,2.8000000000000007,-0.0010000000000000009,1.2999999999999998,1.8000000000000003,0.13799999999999996,0.09999999999999964,1.0,-0.03700000000000003,0.028000000000000025,0.7999999999999998,0.40000000000000036,0.07700000000000007,-1.2,1.5999999999999996,0.6000000000000014,2.8000000000000003,0.09999999999999998,0.0,0.3999999999999999,0.40000000000000036,4.5,2.3000000000000007,0.03199999999999992,0.06299999999999997,-0.030999999999999972,-3.9,1.1000000000000014,-1.0999999999999996,10.8,0.0,-0.4,-0.5,1.5,2.5,2.3,4.7,0.07899999999999999,2.3,1.7,4.0,2.8000000000000003
Justin Holiday,2021.0,-4.0,43.0,5.100000000000001,0.7000000000000002,1.8999999999999995,-0.019000000000000017,0.4999999999999998,1.7000000000000002,-0.026000000000000023,0.19999999999999996,0.2999999999999998,0.014000000000000012,-0.018999999999999906,0.20000000000000007,0.29999999999999993,0.0020000000000000018,0.0,0.30000000000000027,0.30000000000000027,0.30000000000000004,-0.09999999999999987,0.0,0.09999999999999998,0.0,2.0,-1.6999999999999993,-0.018000000000000016,0.04299999999999993,0.0010000000000000009,-0.2999999999999998,-1.0999999999999996,-0.6999999999999993,0.2999999999999998,-0.5999999999999999,-0.6000000000000001,-0.40000000000000036,0.5,-0.40000000000000013,-0.8,-1.2000000000000002,-0.041999999999999996,-0.19999999999999996,-2.1,-2.3,-1.0
Justin Jackson,2021.0,-32.0,0.0,0.3999999999999986,0.5,1.2000000000000002,0.010000000000000009,0.30000000000000004,0.8999999999999999,0.01200000000000001,0.30000000000000004,0.3999999999999999,0.026000000000000023,0.019999999999999962,0.30000000000000004,0.30000000000000004,0.017000000000000015,0.0,-0.30000000000000004,-0.19999999999999973,0.7,0.3,-0.1,0.7,-0.20000000000000007,1.7000000000000002,1.1999999999999993,0.02300000000000002,0.04600000000000004,0.018000000000000016,-0.10000000000000009,-1.5,-0.9000000000000004,7.7,0.6000000000000001,-0.5,8.3,4.799999999999999,-0.7,-0.3,-1.0,-0.036000000000000004,0.10000000000000009,0.30000000000000004,0.5,0.30000000000000004
Justin James,2021.0,-2.0,0.0,1.0,0.0,0.10000000000000009,0.015000000000000013,0.0,0.09999999999999998,0.013000000000000012,0.0,0.0,0.027000000000000024,0.02400000000000002,0.10000000000000003,0.09999999999999998,0.02400000000000002,-0.1,-0.29999999999999993,-0.4,0.0,0.0,-0.19999999999999998,0.09999999999999998,0.0,0.20000000000000018,-2.8000000000000007,0.025000000000000022,0.038000000000000034,0.045999999999999985,-0.5999999999999996,-7.6000000000000005,-4.1,-1.6999999999999993,-0.19999999999999996,-2.7,1.9000000000000004,-1.5999999999999979,0.0,-0.2,-0.2,-0.042,-2.1,-2.6999999999999997,-4.800000000000001,-0.3
Juwan Morgan,2021.0,6.0,0.0,-1.3000000000000007,-0.19999999999999996,-0.19999999999999996,-0.09599999999999997,0.0,0.09999999999999998,-0.067,-0.3,-0.4,-0.02400000000000002,-0.07899999999999996,0.0,0.09999999999999998,-0.321,-0.2,-0.20000000000000007,-0.3999999999999999,0.0,0.1,-0.1,-0.19999999999999998,-0.09999999999999998,-0.5,-1.0999999999999996,-0.09899999999999998,0.173,0.10500000000000001,-1.2000000000000002,-1.799999999999999,-1.4000000000000004,2.3999999999999995,0.9999999999999999,-0.6,-6.100000000000001,-0.3000000000000007,-0.1,0.1,0.0,0.010000000000000009,-0.30000000000000027,1.4000000000000001,1.1,0.0
Karl-Anthony Towns,2021.0,12.0,12.0,0.0,-0.40000000000000036,-0.1999999999999993,-0.019000000000000017,-0.7999999999999998,-1.5,-0.020999999999999963,0.2999999999999998,1.299999999999999,-0.040999999999999925,-0.039999999999999925,0.20000000000000018,-0.40000000000000036,0.06499999999999995,-0.10000000000000009,-0.09999999999999964,-0.3000000000000007,0.1999999999999993,-0.09999999999999998,0.0,0.10000000000000009,0.40000000000000036,-1.6000000000000014,-3.3000000000000007,-0.027000000000000024,-0.08300000000000002,-0.016000000000000014,-0.1999999999999993,0.3999999999999986,0.0,0.0,-0.19999999999999996,0.20000000000000018,0.5,0.1999999999999993,-0.10000000000000009,0.19999999999999996,0.0,-0.04899999999999999,-2.9000000000000004,-0.4,-3.3,-0.2999999999999998
Kawhi Leonard,2021.0,-6.0,-6.0,1.7000000000000028,-0.3000000000000007,-2.299999999999997,0.04200000000000004,-0.30000000000000027,-0.7999999999999998,0.018000000000000016,-0.10000000000000053,-1.5,0.050000000000000044,0.04299999999999993,-1.2000000000000002,-1.3999999999999995,0.0,0.20000000000000007,-0.5999999999999996,-0.5999999999999996,0.1999999999999993,-0.19999999999999996,-0.19999999999999996,-0.6000000000000001,-0.3999999999999999,-2.1000000000000014,-0.7999999999999972,0.03200000000000003,-0.008999999999999952,-0.03199999999999997,0.6000000000000001,-1.6000000000000014,-0.5,-1.6999999999999993,-0.30000000000000027,-0.5,-1.1999999999999993,-4.300000000000001,0.8999999999999995,-0.8999999999999999,0.0,0.012999999999999984,-0.7999999999999998,-1.4,-2.2,-1.2999999999999998
Keita Bates-Diop,2021.0,-17.0,0.0,-9.7,-1.5999999999999999,-3.5999999999999996,-0.022999999999999965,-0.6000000000000001,-1.6999999999999997,-0.017000000000000015,-1.0,-1.9,-0.05199999999999999,-0.04299999999999998,-0.7999999999999999,-1.0,-0.08799999999999997,-0.39999999999999997,-1.1999999999999997,-1.5999999999999999,-0.39999999999999997,0.0,-0.3,-0.2,-0.6,-4.5,-1.5999999999999996,-0.04200000000000004,-0.09999999999999998,0.08300000000000002,-0.2999999999999998,1.0999999999999996,0.5,0.2999999999999998,1.5999999999999999,-0.5,3.8000000000000007,-2.0,-0.6,-0.3,-1.0,-0.018000000000000002,-2.5,1.7999999999999998,-0.7000000000000002,-0.1
Kelan Martin,2021.0,1.0,-4.0,-8.1,-0.7999999999999998,-2.5,0.055999999999999994,-0.30000000000000004,-1.8,0.121,-0.5,-0.7000000000000002,-0.049000000000000044,0.063,-0.8,-0.7,-0.09299999999999997,0.0,-1.2000000000000002,-1.2000000000000002,-0.29999999999999993,0.0,-0.09999999999999998,-0.19999999999999996,-0.7000000000000001,-2.7,3.5,0.03300000000000003,-0.13,-0.09500000000000001,3.5999999999999996,1.8999999999999986,3.1000000000000014,1.1000000000000005,0.6000000000000001,0.7999999999999998,2.0999999999999996,2.8999999999999986,0.1,0.0,0.09999999999999998,0.027000000000000003,1.1999999999999997,0.0,1.1999999999999997,0.19999999999999998
Kelly Olynyk,2021.0,0.0,50.0,9.200000000000003,2.0999999999999996,4.0,0.024999999999999967,0.40000000000000013,1.7999999999999998,-0.069,1.7,2.1999999999999997,0.11599999999999999,-0.0050000000000000044,0.5,0.7000000000000002,-0.030000000000000027,0.6000000000000001,1.8000000000000003,2.4000000000000004,1.0000000000000002,0.40000000000000013,0.3,0.5999999999999999,0.2999999999999998,5.0,1.4000000000000004,-0.01100000000000001,-0.05399999999999994,-0.028999999999999998,0.8999999999999999,0.6999999999999993,0.40000000000000036,1.5,0.19999999999999996,0.30000000000000004,0.0,1.9000000000000021,0.30000000000000027,0.7,1.0,-0.018000000000000002,0.0,-0.19999999999999996,-0.19999999999999996,0.3999999999999999
