"","Player","Season","Pos","Age","Tm","G","GS","MP","FGM","FGA","FGP","X3PM","X3PA","X3PP","X2PM","X2PA","X2PP","EFG","FTM","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS","X3PAR","FTR","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USG","OWS","DWS","WS","WS48","OBPM","DBPM","BPM","VORP","MVP","DPOY"
"1","Precious Achiuwa",2021,"PF",21,"MIA",58,3,11.9,1.9,3.6,0.538,0,0,0,1.9,3.6,0.538,0.538,0.9,1.8,0.515,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,4.8,13.9,0.546,0,0.49,11.8,20.7,16.3,6.3,1.3,4.1,13.8,19.3,0.2,1,1.2,0.083,-3.5,-0.8,-4.3,-0.4,0,0
"2","Jaylen Adams",2021,"PG",24,"MIL",7,0,2.6,0.1,1.1,0.125,0,0.3,0,0.1,0.9,0.167,0.125,0,0,0,0,0.4,0.4,0.3,0,0,0,0.1,0.3,-6.5,0.125,0.25,0,0,16.9,8.7,12.7,0,0,0,18.6,-0.1,0,-0.1,-0.25,-14.9,-5,-19.8,-0.1,0,0
"3","Steven Adams",2021,"C",27,"NOP",58,58,27.7,3.3,5.3,0.614,0,0.1,0,3.3,5.3,0.62,0.614,1,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,15.1,0.596,0.01,0.438,14.5,20.4,17.4,9.1,1.6,2.2,17.5,11.7,2.3,1.7,4,0.119,-0.3,-0.5,-0.8,0.5,0,0
"4","Bam Adebayo",2021,"C",23,"MIA",62,62,33.5,7.2,12.5,0.572,0,0.1,0.25,7.1,12.4,0.575,0.573,4.5,5.7,0.799,2.2,6.7,8.9,5.3,1.2,1,2.7,2.3,18.9,22.8,0.629,0.01,0.454,7.7,22.4,15.2,26.7,1.7,3.3,15.1,23.9,5.4,3.1,8.5,0.197,2.9,1.8,4.7,3.5,0,0
"5","LaMarcus Aldridge",2021,"C",35,"TOT",26,23,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1,1.8,13.5,15.7,0.556,0.27,0.159,3,15.8,9.4,11,0.8,3.7,7.9,22.2,0.5,0.7,1.2,0.082,-0.2,-0.4,-0.6,0.2,0,0
"6","Ty-Shon Alexander",2021,"SG",22,"PHO",14,0,3,0.1,0.8,0.182,0.1,0.6,0.125,0.1,0.2,0.333,0.227,0.1,0.1,0.5,0.1,0.4,0.5,0.3,0,0.1,0.1,0.1,0.4,0,0.253,0.727,0.182,2.7,15.9,9.5,11.4,0,2.2,14.4,14.7,-0.1,0,-0.1,-0.117,-8,-2.6,-10.6,-0.1,0,0
"7","Nickeil Alexander-Walker",2021,"SG",22,"NOP",43,10,20.8,4,9.4,0.422,1.6,4.6,0.348,2.4,4.8,0.493,0.507,0.9,1.3,0.741,0.3,2.8,3.1,2.1,1,0.5,1.4,1.9,10.5,12.7,0.526,0.489,0.133,1.3,14.8,8.1,14.6,2.3,2.2,12.5,23,-0.2,1,0.8,0.041,-1.4,0,-1.5,0.1,0,0
"8","Grayson Allen",2021,"SG",25,"MEM",50,38,25.2,3.5,8.3,0.418,2.1,5.5,0.391,1.3,2.8,0.471,0.547,1.6,1.8,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1,1.4,10.6,12.8,0.586,0.662,0.22,1.6,12,6.7,11.4,1.7,0.6,9.6,16.8,1.5,1.2,2.7,0.101,-0.4,-0.1,-0.5,0.5,0,0
"9","Jarrett Allen",2021,"C",22,"TOT",60,42,29.5,4.8,7.6,0.629,0.1,0.3,0.353,4.7,7.3,0.64,0.636,3.3,4.6,0.704,3.1,6.8,9.9,1.7,0.5,1.5,1.6,1.6,12.9,20.5,0.671,0.038,0.611,11.8,26.2,18.9,8.8,0.9,4.4,14.2,16.5,4.3,2,6.3,0.171,1.6,-0.4,1.2,1.4,0,0
"10","Al-Farouq Aminu",2021,"PF",30,"TOT",23,14,18.9,1.7,4.3,0.384,0.3,1.6,0.216,1.3,2.7,0.484,0.424,0.8,1,0.818,1,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4,8.9,0.469,0.374,0.222,5.1,21.9,13.3,10.1,2.1,1.9,20.5,13.6,-0.4,0.5,0.1,0.012,-5,1,-4,-0.2,0,0
"11","Kyle Anderson",2021,"PF",27,"MEM",67,67,27.3,4.5,9.6,0.465,1.4,3.8,0.357,3.1,5.8,0.536,0.536,2.1,2.7,0.779,0.8,5,5.8,3.5,1.2,0.8,1.2,1.7,12.4,17.1,0.574,0.397,0.281,2.9,19.7,11.2,17.9,2.1,2.7,10.2,18.6,2.7,2.6,5.4,0.141,1.3,1.7,2.9,2.3,0,0
"12","Giannis Antetokounmpo",2021,"PF",26,"MIL",59,59,32.9,10.3,18.1,0.566,1.1,3.7,0.3,9.2,14.5,0.634,0.597,6.5,9.5,0.689,1.6,9.4,11,5.9,1.2,1.2,3.5,2.8,28.2,29.1,0.631,0.203,0.522,5.3,28.9,17.5,29,1.7,3.3,13.5,32.7,6.5,3.3,9.8,0.242,6.2,2.7,8.9,5.4,0,0
"13","Kostas Antetokounmpo",2021,"PF",23,"LAL",15,0,3.7,0.2,0.7,0.3,0,0,0,0.2,0.7,0.3,0.3,0.4,0.9,0.462,0.3,1,1.3,0.1,0.1,0.3,0.7,0.5,0.8,0,0.382,0,1.3,8.1,29.9,19.1,2.3,1.7,6.4,41.2,20.8,-0.3,0.1,-0.2,-0.173,-13.2,0.2,-13,-0.2,0,0
"14","Thanasis Antetokounmpo",2021,"SF",28,"MIL",55,2,9.7,1.2,2.4,0.504,0.1,0.5,0.259,1.1,1.9,0.566,0.53,0.5,0.9,0.51,1,1.3,2.2,0.8,0.4,0.2,0.8,1.3,3,10.8,0.537,0.203,0.368,11,13.1,12.1,10.3,1.8,1.7,21.4,15.4,0.1,0.6,0.7,0.065,-3.3,-0.3,-3.5,-0.2,0,0
"15","Carmelo Anthony",2021,"PF",36,"POR",66,3,24.5,4.8,11.3,0.423,1.9,4.7,0.406,2.9,6.6,0.435,0.507,2,2.3,0.887,0.5,2.7,3.1,1.5,0.7,0.5,0.9,2.1,13.5,14.7,0.548,0.415,0.201,2,12,6.8,9.2,1.4,2,7,23.2,1.6,0.8,2.5,0.073,0.1,-1.6,-1.5,0.2,0,0
"16","Cole Anthony",2021,"PG",20,"ORL",44,31,27.1,4.5,11.5,0.395,1.2,3.6,0.329,3.4,7.9,0.425,0.447,2.1,2.5,0.83,0.8,3.8,4.6,4.1,0.6,0.4,2.1,2.1,12.4,11.8,0.491,0.312,0.221,2.9,15,8.8,24.1,1.1,1.4,14.5,23.5,-0.8,0.8,0,0,-2.1,-1.3,-3.3,-0.4,0,0
"17","OG Anunoby",2021,"SF",23,"TOR",43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,3.4,6,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9,15.4,0.605,0.503,0.197,4,14.6,9.1,10.1,2.2,2.2,11.7,19.3,1.5,1.6,3.1,0.105,0.6,0.3,1,1.1,0,0
"18","Ryan Arcidiacono",2021,"PG",26,"CHI",42,0,10,1,2.5,0.396,0.5,1.4,0.333,0.5,1.1,0.478,0.491,0.3,0.5,0.65,0.1,1.3,1.5,1.2,0.2,0,0.2,1,2.8,8.7,0.51,0.566,0.189,1.3,14.7,8.1,15.1,0.9,0,6.5,12.7,0.3,0.3,0.7,0.075,-3.3,-0.2,-3.5,-0.2,0,0
"19","Trevor Ariza",2021,"SF",35,"MIA",28,25,27.8,3.3,7.9,0.412,1.6,4.6,0.346,1.6,3.3,0.505,0.514,1.2,1.6,0.773,0.9,3.9,4.8,1.8,1,0.6,0.7,1.8,9.3,11.8,0.543,0.588,0.199,3.6,15.8,9.8,9.3,1.7,2.3,7.3,15.1,0.5,1,1.5,0.091,-1.5,0.1,-1.4,0.1,0,0
"20","D.J. Augustin",2021,"PG",33,"TOT",54,9,19.5,2.3,5.8,0.393,1.4,3.6,0.39,0.9,2.2,0.398,0.514,1.4,1.6,0.906,0.3,1.3,1.6,3.2,0.5,0,1.1,1,7.4,11.8,0.569,0.623,0.272,1.8,6.8,4.3,21.8,1.2,0.1,14.8,16.4,1.4,0.5,1.9,0.087,-0.7,-1.5,-2.2,-0.1,0,0
"21","Deni Avdija",2021,"SF",20,"WAS",54,32,23.3,2.4,5.8,0.417,1,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3,7.6,0.515,0.538,0.144,1.9,20.2,11.1,6.4,1.2,1,9,12,0,1.2,1.2,0.045,-3.6,-0.3,-3.9,-0.6,0,0
"22","Deandre Ayton",2021,"C",22,"PHO",69,69,30.7,6.2,10,0.626,0.1,0.3,0.2,6.2,9.7,0.639,0.629,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4,20.3,0.653,0.029,0.252,12.4,26.3,19.5,6.9,1,3.5,11.9,18.3,5.3,3.1,8.4,0.191,0.9,0,0.9,1.6,0,0
"23","Udoka Azubuike",2021,"C",21,"UTA",12,0,4.1,0.3,0.6,0.571,0,0,0,0.3,0.6,0.571,0.571,0.3,0.5,0.667,0.3,0.8,1.1,0,0.1,0.3,0.3,0.7,1,10.5,0.622,0,0.857,9.1,18.7,14.1,0,1,6.6,23.7,11.1,0,0.1,0.1,0.11,-5.5,1.2,-4.3,0,0,0
"24","Dwayne Bacon",2021,"SG",25,"ORL",69,47,25.9,4.2,10.1,0.411,0.9,2.9,0.291,3.3,7.2,0.46,0.453,2,2.4,0.82,0.4,2.7,3.1,1.3,0.6,0.1,0.6,1.4,11.2,10.3,0.498,0.29,0.239,1.5,11.2,6.2,7.7,1.2,0.3,5.4,19.8,-0.1,0.9,0.8,0.021,-3.3,-1.5,-4.7,-1.2,0,0
"25","Marvin Bagley III",2021,"PF",21,"SAC",43,42,25.9,5.7,11.4,0.504,0.9,2.5,0.343,4.9,8.9,0.55,0.542,1.8,3.1,0.575,2.5,4.9,7.4,1,0.5,0.5,1.4,2.3,14.1,16.3,0.554,0.22,0.273,10.5,21.5,15.9,5.8,0.9,1.6,9.7,23.5,0.9,0.5,1.4,0.059,-0.6,-2.8,-3.4,-0.4,0,0
"26","LaMelo Ball",2021,"PG",19,"CHO",48,28,28.8,5.8,13,0.442,1.8,5.1,0.355,4,7.9,0.499,0.512,2.4,3.2,0.755,1.2,4.7,6,6.2,1.6,0.4,3,2.8,15.8,17.6,0.546,0.391,0.248,4.6,18,11.2,34,2.7,1.2,17,26,1,1.8,2.8,0.096,1.1,0.6,1.7,1.3,0,0
"27","Lonzo Ball",2021,"PG",23,"NOP",55,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6,15.2,0.551,0.65,0.091,2.1,14.3,8.2,25.3,2.3,1.7,14.5,20.5,1.5,1.8,3.3,0.09,1.4,0.2,1.6,1.6,0,0
"28","Mo Bamba",2021,"C",22,"ORL",44,4,15.5,3.1,6.4,0.48,0.8,2.5,0.324,2.3,3.9,0.578,0.543,1,1.4,0.677,1.7,4.1,5.8,0.7,0.3,1.3,0.8,1.9,7.9,19.9,0.563,0.384,0.221,10.9,28.3,19.3,7.6,1,7.6,9.9,21.6,0.7,1.1,1.8,0.126,0.3,0.1,0.4,0.4,0,0
"29","Desmond Bane",2021,"SG",22,"MEM",65,16,22.3,3.5,7.4,0.473,1.8,4,0.44,1.7,3.4,0.511,0.592,0.6,0.7,0.809,0.5,2.7,3.1,1.8,0.6,0.2,0.9,1.9,9.3,12.4,0.606,0.542,0.098,2.2,12.8,7.5,10.9,1.2,0.9,10.1,16.2,1.7,1.2,2.9,0.097,-0.6,-0.3,-0.9,0.4,0,0
"30","Harrison Barnes",2021,"PF",28,"SAC",58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,15.4,0.626,0.399,0.366,3.4,17.2,10.2,13,1,0.4,11.1,17.2,4,0.5,4.5,0.103,1.4,-1.6,-0.2,1,0,0
"31","RJ Barrett",2021,"SG",20,"NYK",69,69,34.9,6.5,14.8,0.44,1.7,4.3,0.393,4.8,10.5,0.459,0.497,2.9,3.8,0.743,1,4.8,5.8,3,0.8,0.3,1.9,2.6,17.5,13.3,0.533,0.29,0.26,3,14.8,9,13.6,1.1,0.8,10.6,23.4,0.8,3,3.8,0.075,-1.1,-0.5,-1.6,0.2,0,0
"32","Will Barton",2021,"SF",30,"DEN",56,52,31,4.6,10.9,0.426,1.8,4.6,0.381,2.9,6.3,0.459,0.507,1.7,2.2,0.785,0.7,3.3,4,3.2,0.9,0.4,1.7,1.7,12.7,11.8,0.538,0.423,0.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19,0.7,1.4,2.2,0.061,-0.8,-1.2,-2,0,0,0
"33","Keita Bates-Diop",2021,"SF",25,"SAS",27,0,7.2,0.7,1.7,0.404,0.2,0.6,0.313,0.5,1.1,0.452,0.457,0.4,0.7,0.632,0.2,1.1,1.3,0.3,0.4,0.2,0.2,0.4,2,10.8,0.497,0.34,0.404,3.2,16.2,9.6,6.1,2.8,2.2,9.8,13.8,0,0.3,0.2,0.06,-3.5,1.4,-2.1,0,0,0
"34","Nicolas Batum",2021,"SF",32,"LAC",65,38,27.6,2.8,6.2,0.46,1.6,4.1,0.404,1.2,2.1,0.569,0.593,0.7,0.9,0.839,0.8,4,4.8,2.3,1,0.6,0.8,1.6,8.1,12.8,0.614,0.659,0.139,3.2,15.9,9.7,10.7,1.9,1.8,10.9,11.8,2.6,2.3,4.9,0.132,0.4,0.9,1.4,1.5,0,0
"35","Aron Baynes",2021,"C",34,"TOR",50,31,18.2,2.4,5.6,0.431,0.4,1.9,0.237,2,3.8,0.527,0.47,0.5,0.7,0.73,1.7,3.4,5.1,0.9,0.3,0.4,0.9,2.3,5.8,9.8,0.489,0.331,0.132,9.7,21.4,15.3,6.8,0.8,2.2,12.6,16.1,-0.1,0.9,0.8,0.041,-3.8,-1.5,-5.2,-0.8,0,0
"36","Kent Bazemore",2021,"SF",31,"GSW",65,16,19.6,2.6,5.8,0.449,1.1,2.8,0.411,1.5,3.1,0.482,0.546,0.8,1.1,0.689,0.4,3,3.4,1.6,1,0.5,1.2,2.3,7.2,10.9,0.565,0.475,0.195,2.2,16.4,9.4,11.4,2.4,2.3,15.9,16.4,-0.2,2,1.8,0.067,-2.8,1.3,-1.4,0.2,0,0
"37","Darius Bazley",2021,"PF",20,"OKC",54,54,31.2,5,12.5,0.402,1.5,5.2,0.294,3.5,7.3,0.478,0.463,2.3,3.3,0.702,0.9,6.3,7.3,1.8,0.5,0.5,2.2,1.1,13.9,10,0.498,0.417,0.263,3,21.5,12.1,9,0.8,1.3,13.6,22,-2,1.3,-0.7,-0.02,-2.9,-1.3,-4.2,-0.9,0,0
"38","Bradley Beal",2021,"SG",27,"WAS",59,59,35.8,11.2,23,0.489,2.2,6.1,0.351,9.1,16.8,0.539,0.535,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.4,23,0.596,0.267,0.334,3.6,10.3,7,21.3,1.5,0.9,10.6,34,4.4,1.6,6,0.135,5.1,-1.7,3.4,2.9,0,0
"39","Malik Beasley",2021,"SG",24,"MIN",37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,14.6,0.57,0.535,0.133,2.4,12.4,7.2,11.6,1.2,0.5,8.6,24,0.9,0.5,1.4,0.053,1.7,-2.3,-0.6,0.4,0,0
"40","Jordan Bell",2021,"C",26,"WAS",5,1,13.4,1.4,4,0.35,0,0.4,0,1.4,3.6,0.389,0.35,0,0,0,1.2,2.6,3.8,1,0.6,0.6,0.6,1,2.8,8.5,0.35,0.1,0,9.5,20.5,15,9.5,2.1,3.7,13,14.2,-0.1,0.1,0,-0.005,-4.7,-0.8,-5.5,-0.1,0,0
"41","DeAndre' Bembry",2021,"SF",26,"TOR",48,11,17.8,2.1,3.9,0.527,0.3,0.9,0.302,1.8,3,0.593,0.561,0.8,1.2,0.672,0.7,2.1,2.8,1.9,0.9,0.3,1.4,1.6,5.2,11,0.585,0.229,0.309,4,13.4,8.5,15.1,2.6,1.9,23.9,14.2,0.1,1,1,0.058,-3.3,1.1,-2.2,0,0,0
"42","Davis Bertans",2021,"PF",28,"WAS",54,5,25.4,3.3,8.3,0.404,2.9,7.4,0.398,0.4,0.9,0.457,0.582,1.7,2,0.87,0.3,2.6,3,0.9,0.6,0.2,0.5,2.4,11.4,11.5,0.621,0.897,0.242,1.4,10.9,6.2,4.7,1,0.8,5.6,15.7,2.1,0.9,3,0.103,0.5,-1.4,-0.9,0.4,0,0
"43","Patrick Beverley",2021,"PG",32,"LAC",35,32,22.7,2.5,5.9,0.418,1.6,3.9,0.409,0.9,2,0.437,0.553,1,1.2,0.814,0.8,2.6,3.4,2.1,0.8,0.7,1,3,7.6,11.9,0.584,0.659,0.207,4.2,12.3,8.4,11.9,1.7,2.8,13,14.5,1,1,2,0.119,-0.7,0.7,0,0.4,0,0
"44","Saddiq Bey",2021,"SF",21,"DET",68,51,27,3.9,9.6,0.409,2.5,6.4,0.389,1.5,3.2,0.45,0.538,1.7,2,0.853,0.6,3.9,4.5,1.3,0.7,0.2,0.8,1.6,12.1,12.7,0.574,0.664,0.208,2.5,16.3,9.4,7.5,1.3,0.6,7.4,18.4,1.7,1.6,3.3,0.087,0.4,-1,-0.6,0.7,0,0
"45","Tyler Bey",2021,"SF",22,"DAL",16,0,3.9,0.4,1.3,0.35,0.1,0.3,0.25,0.4,1,0.375,0.375,0.2,0.3,0.6,0.4,0.6,1,0.1,0,0.1,0.1,0.4,1.1,6.8,0.405,0.2,0.25,10.6,17.3,14,4.3,0,1.5,8.3,17,-0.1,0,0,-0.01,-5.2,-3.7,-8.9,-0.1,0,0
"46","Khem Birch",2021,"C",28,"TOT",64,19,22.3,2.7,5.3,0.5,0.2,0.6,0.268,2.5,4.7,0.532,0.516,1.3,1.9,0.705,2.6,3,5.7,1.3,0.7,0.8,0.6,1.7,6.8,15.2,0.555,0.121,0.359,12,15,13.4,8.4,1.5,3.2,9,13.1,2.3,1.4,3.7,0.124,-0.9,-0.2,-1.1,0.3,0,0
"47","Goga Bitadze",2021,"C",21,"IND",42,2,11.8,1.8,4.2,0.432,0.4,1.7,0.239,1.4,2.5,0.562,0.48,0.9,1.2,0.776,1.3,1.9,3.2,0.8,0.2,1.3,0.4,2,4.9,16.7,0.524,0.403,0.278,11.7,17.4,14.5,8.8,0.9,9.1,7.5,18.4,0.6,0.7,1.4,0.131,-1.9,1.1,-0.8,0.2,0,0
"48","Bismack Biyombo",2021,"C",28,"CHO",63,35,20.9,2.1,3.7,0.582,0,0,0,2.1,3.7,0.584,0.582,0.7,1.6,0.447,2.1,3.3,5.4,1.3,0.3,1.2,1.1,2.2,5,11.6,0.57,0.004,0.444,10.7,17.2,13.9,8.3,0.6,5.6,19.7,11.3,0.9,1.4,2.2,0.082,-3.3,-0.1,-3.3,-0.4,0,0
"49","Nemanja Bjelica",2021,"PF",32,"TOT",35,1,15.3,2.2,5,0.446,0.6,2.1,0.27,1.7,2.9,0.574,0.503,1,1.3,0.723,0.7,2.6,3.3,1.7,0.3,0.1,0.9,1.8,6,11.5,0.537,0.423,0.269,5.1,19.3,12.2,15.1,1,0.7,13.7,18.3,0.3,0.3,0.5,0.046,-2.2,-1.4,-3.6,-0.2,0,0
"50","Eric Bledsoe",2021,"SG",31,"NOP",68,67,30.1,4.3,10.3,0.417,1.7,5.1,0.341,2.6,5.2,0.49,0.501,1.9,2.7,0.696,0.4,3.1,3.5,3.8,0.8,0.3,1.6,1.5,12.2,11.4,0.531,0.494,0.262,1.5,11,6.3,17.1,1.3,1,12.3,18.3,1,1.2,2.2,0.053,-1.1,-1.3,-2.5,-0.2,0,0
"51","Keljin Blevins",2021,"SF",25,"POR",16,0,4.6,0.3,1.3,0.25,0.1,0.5,0.25,0.2,0.8,0.25,0.3,0,0,0,0.2,0.4,0.6,0.3,0.1,0,0.3,0.5,0.8,-0.9,0.3,0.4,0,4.2,10.4,7.2,6.8,1.3,0,20,14.5,-0.2,0,-0.2,-0.138,-9.1,-3,-12.1,-0.2,0,0
"52","Bogdan Bogdanovic",2021,"SG",28,"ATL",42,25,29.5,6,12.8,0.465,3.3,7.5,0.437,2.7,5.3,0.505,0.593,0.8,0.9,0.897,0.5,3.2,3.7,3.3,1,0.3,1.2,2.2,16,17,0.606,0.587,0.072,1.8,11.8,6.9,17.6,1.7,0.9,8.6,21.3,2.4,0.9,3.3,0.129,3,0.2,3.2,1.6,0,0
"53","Bojan Bogdanovic",2021,"SF",31,"UTA",69,69,30.8,5.6,12.8,0.441,2.6,6.5,0.395,3.1,6.3,0.488,0.541,3.2,3.6,0.88,0.6,3.3,3.9,1.9,0.6,0.1,1.7,1.6,17,14.1,0.592,0.507,0.285,2,11,6.7,9,1,0.2,10.7,22.5,2.8,2.3,5.1,0.116,0.2,-0.8,-0.6,0.8,0,0
"54","Bol Bol",2021,"PF",21,"DEN",30,2,4.9,0.8,1.7,0.462,0.3,0.8,0.391,0.5,1,0.517,0.548,0.3,0.5,0.643,0,0.7,0.7,0.2,0.1,0.3,0.4,0.5,2.2,10.5,0.567,0.442,0.269,0,16.1,8.1,6.5,1,6.6,18.3,21,-0.1,0.2,0,0.012,-3,-0.2,-3.2,0,0,0
"55","Marques Bolden",2021,"C",22,"CLE",6,0,4.8,0.2,0.5,0.333,0,0,0,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1,0,0.3,0.3,0.3,0,1.2,13.3,0.537,0,2.667,11.3,12,11.6,0,3.4,6.2,23.5,12.8,0,0,0,0.062,-3.4,0.6,-2.8,0,0,0
"56","Jordan Bone",2021,"PG",23,"ORL",14,0,14,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0,0,0,0.3,1.4,1.7,1.3,0.1,0,0.2,0.8,4,8.9,0.519,0.593,0,2,11,6.4,13.5,0.5,0,5.3,12.6,0.1,0.1,0.2,0.047,-2.6,-1.6,-4.2,-0.1,0,0
"57","Isaac Bonga",2021,"SF",21,"WAS",40,8,10.8,0.8,2,0.37,0.3,1.2,0.277,0.4,0.9,0.5,0.451,0.1,0.2,0.625,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.6,2,4,0.461,0.58,0.099,4.4,11.7,8.1,6.5,1.2,1.7,20.7,10.2,-0.4,0.3,0,-0.002,-5.6,-0.8,-6.4,-0.5,0,0
"58","Devin Booker",2021,"SG",24,"PHO",65,65,34,9.4,19.3,0.486,1.9,5.5,0.343,7.5,13.7,0.543,0.535,5,5.8,0.863,0.5,3.7,4.2,4.4,0.8,0.2,3.1,2.8,25.6,19.4,0.587,0.287,0.304,1.7,12.2,7,21,1.2,0.7,12.4,32.7,2.9,2,4.9,0.106,1.5,-1.4,0.1,1.1,0,0
"59","Chris Boucher",2021,"C",28,"TOR",60,14,24.2,4.8,9.3,0.514,1.5,3.9,0.383,3.3,5.4,0.609,0.595,2.5,3.2,0.788,2,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6,21.9,0.634,0.42,0.345,8.5,22.5,15.3,6.9,1.2,7.7,6.7,20.5,4,2.1,6.1,0.203,2.8,0.1,2.9,1.8,0,0
"60","Brian Bowen",2021,"SF",22,"IND",6,0,2.5,0.2,0.7,0.25,0,0.2,0,0.2,0.5,0.333,0.25,0.2,0.2,1,0,0.5,0.5,0,0,0,0,0.2,0.5,1.1,0.338,0.25,0.25,0,21.6,10.8,0,0,0,0,12.6,0,0,0,-0.061,-8.2,-3.3,-11.5,0,0,0
"61","Avery Bradley",2021,"SG",30,"TOT",27,6,22.3,2.4,6.3,0.374,1.2,3.7,0.327,1.1,2.6,0.443,0.471,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1,2,6.4,6.3,0.487,0.591,0.088,1.4,9.1,5.2,10.8,1.7,0.5,13.6,14.9,-0.5,0.4,-0.1,-0.008,-4.9,-0.8,-5.7,-0.6,0,0
"62","Tony Bradley",2021,"C",23,"TOT",40,8,16.3,3.2,4.7,0.667,0,0.1,0,3.2,4.7,0.677,0.667,0.9,1.3,0.679,2,3.7,5.7,0.8,0.4,0.7,0.8,1.5,7.2,20.7,0.678,0.016,0.28,13.3,24.1,18.7,8,1.1,3.8,13.1,16,1.7,0.9,2.6,0.19,1,0,1.1,0.5,0,0
"63","Jarrell Brantley",2021,"PF",24,"UTA",25,0,5,0.9,1.8,0.478,0.4,1,0.423,0.4,0.8,0.55,0.598,0.1,0.1,1,0.3,0.7,1,0.5,0.2,0.1,0.2,0.7,2.3,15.9,0.608,0.565,0.043,6.2,14.6,10.6,15.2,1.9,1.3,11.3,18.2,0.3,0.2,0.5,0.173,-0.1,1.2,1.1,0.1,0,0
"64","Ignas Brazdeikis",2021,"SF",22,"TOT",10,0,15.7,1.9,4.8,0.396,0.5,1.1,0.455,1.4,3.7,0.378,0.448,0.9,1.2,0.75,0.8,1.9,2.7,1,0.3,0,0.8,1.7,5.2,7.6,0.488,0.229,0.25,5.2,13,9,9.4,0.9,0,13.1,16.9,-0.1,0.1,0,0,-5.9,-2,-8,-0.2,0,0
"65","Mikal Bridges",2021,"SF",24,"PHO",69,69,33,5,9.4,0.535,1.9,4.4,0.418,3.2,5,0.64,0.634,1.5,1.8,0.829,1.1,3.2,4.2,2.2,1,0.9,0.8,1.6,13.4,16.1,0.658,0.472,0.19,3.8,10.7,7.3,8.9,1.6,2.5,7.3,14.8,5,2.5,7.5,0.158,2.1,0.7,2.8,2.7,0,0
"66","Miles Bridges",2021,"PF",22,"CHO",64,18,29,4.6,9.1,0.506,1.7,4.2,0.405,2.9,4.9,0.592,0.599,1.5,1.7,0.862,1.2,4.8,6.1,2.2,0.7,0.8,1.6,2.1,12.4,14.6,0.628,0.461,0.187,4.6,18.2,11.3,11.4,1.1,2.6,14,17,2.3,1.8,4.1,0.107,0.1,0,0,0.9,0,0
"67","Amida Brimah",2021,"C",26,"IND",5,0,5.8,1,1.6,0.625,0,0,0,1,1.6,0.625,0.625,0.6,0.6,1,0.4,1.2,1.6,0.2,0,1,0.8,0.8,2.6,16.6,0.697,0,0.375,7.5,22.3,15,4.8,0,14,30,19.6,0,0.1,0,0.075,-5.5,1.5,-4,0,0,0
"68","Oshae Brissett",2021,"SF",22,"IND",18,13,23.6,3.1,6.4,0.483,1.3,3.2,0.397,1.8,3.2,0.569,0.582,2.2,2.8,0.78,1.4,4,5.4,0.7,0.9,1.1,0.6,1.3,9.7,16.6,0.63,0.5,0.431,6.4,18.3,12.4,3.7,1.8,3.8,6.8,14.9,0.8,0.5,1.4,0.155,0.3,-0.5,-0.2,0.2,0,0
"69","Malcolm Brogdon",2021,"PG",28,"IND",56,56,34.5,7.9,17.5,0.453,2.6,6.7,0.388,5.3,10.8,0.493,0.527,2.7,3.2,0.864,1,4.2,5.3,5.9,0.9,0.3,2.1,2,21.2,17.9,0.561,0.382,0.181,3.3,13.2,8.3,25.9,1.2,0.6,9.8,25.9,2.9,1.4,4.3,0.107,2.9,-1.4,1.5,1.7,0,0
